8.105	1.000	1.000	95.703	10.027	100.205	-13.249	1.407	-23.782	-28.312	-30.640	-31.340	-32.282	-32.279	-32.742	-32.437	-31.274	-31.928	-31.175	22.695	22.367	102869.000
125.446	2.000	1.000	97.198	10.206	-30.141	-29.113	1.407	-28.089	-26.092	-24.060	-21.712	-20.360	-19.247	-18.465	-17.763	-16.262	-17.041	-16.950	22.709	22.297	102869.000
218.164	3.000	1.000	96.450	10.206	-16.013	-15.690	1.407	-15.917	-16.099	-15.978	-16.048	-16.325	-16.440	-16.942	-17.184	-16.679	-18.021	-1.458	22.725	22.302	102869.000
295.491	4.000	1.000	95.168	10.027	-18.650	-19.525	1.407	-20.786	-22.206	-23.309	-25.299	-28.622	-34.885	-32.552	-31.279	-30.440	-31.536	-31.357	22.740	22.354	102869.000
398.480	5.000	1.000	96.637	10.385	-31.083	-0.523	1.206	-14.981	-22.576	-26.128	-28.697	-30.632	-31.678	-32.552	-32.631	-32.108	-32.907	-32.998	22.760	22.264	102869.000
507.742	6.000	1.000	95.890	10.206	-31.272	-29.636	1.407	-27.340	-24.241	-21.617	-19.824	-18.342	-17.643	-16.942	-16.412	-15.429	-16.454	-16.772	22.788	22.431	102869.000
591.901	7.000	1.000	95.542	9.848	-16.013	-16.039	1.407	-16.291	-16.284	-15.978	-15.670	-15.595	-16.039	-16.561	-16.991	-16.476	-18.021	-18.778	22.815	22.260	102869.000
695.899	8.000	1.000	96.263	10.206	-19.027	-19.525	1.206	-20.973	-22.206	-23.497	-25.488	-29.356	-35.487	-31.600	116.213	-30.023	-31.145	-31.357	22.852	22.374	102869.000
818.689	9.000	1.000	96.476	10.385	5.850	9.778	1.407	12.947	10.200	7.350	101.153	-14.494	-24.259	-28.935	-31.086	-31.075	-32.907	-32.815	22.903	22.289	102869.000
