 -45.00000	-1235.79791
 -40.00000	  13.42735
 -35.00000	   6.42628
 -30.00000	   4.38193
 -25.00000	   2.97183
 -20.00000	   2.25973
 -19.00000	   2.14013
 -18.00000	   2.00409
 -17.00000	   1.88480
 -16.00000	   1.79749
 -15.00000	   1.64180
 -14.00000	   1.57113
 -13.00000	   1.47413
 -12.00000	   1.33396
 -11.00000	   1.26911
 -10.00000	   1.14565
  -9.50000	   1.06755
  -9.00000	   1.05455
  -8.50000	   0.99445
  -8.00000	   0.97922
  -7.50000	   0.89138
  -7.00000	   0.84169
  -6.50000	   0.82715
  -6.00000	   0.72587
  -5.50000	   0.70860
  -5.00000	   0.66050
  -4.50000	   0.60231
  -4.00000	   0.56885
  -3.50000	   0.52127
  -3.00000	   0.43874
  -2.50000	   0.45117
  -2.00000	   0.38590
  -1.50000	   0.31376
  -1.00000	   0.30777
  -0.50000	   0.23449
   0.00000	   0.18894
   0.50000	   0.10199
   1.00000	   0.08148
   1.50000	   0.03004
   2.00000	  -0.02658
   2.50000	  -0.07850
   3.00000	  -0.10959
   3.50000	  -0.16056
   4.00000	  -0.20846
   4.50000	  -0.27207
   5.00000	  -0.31211
   5.50000	  -0.37621
   6.00000	  -0.39071
   6.50000	  -0.47056
   7.00000	  -0.48894
   7.50000	  -0.58617
   8.00000	  -0.59982
   8.50000	  -0.63440
   9.00000	  -0.68430
   9.50000	  -0.77107
  10.00000	  -0.78022
  11.00000	  -0.93227
  12.00000	  -1.00820
  13.00000	  -1.16210
  14.00000	  -1.27513
  15.00000	  -1.39193
  16.00000	  -1.55930
  17.00000	  -1.60640
  18.00000	  -1.79603
  19.00000	  -1.88776
  20.00000	  -2.05917
  25.00000	  -3.02867
  30.00000	  -4.65488
  35.00000	  -8.70769
  40.00000	 -32.68895
  45.00000	  15.52806
