   0.00000	   0.00000
   3.03971	   3.85084
   7.09621	   5.78505
  11.26938	   7.16009
  15.48709	   8.23659
  19.72812	   9.11442
  23.98336	   9.84422
  28.24804	  10.45572
  32.51933	  10.96797
  36.79541	  11.39390
  41.07503	  11.74261
  45.35727	  12.02061
  49.64143	  12.23259
  53.92691	  12.38185
  58.21325	  12.47056
  62.50000	  12.50000
  67.33871	  12.50000
  72.17742	  12.50000
  77.01613	  12.50000
  81.85484	  12.50000
  86.69355	  12.50000
  91.53226	  12.50000
  96.37097	  12.50000
 101.20968	  12.50000
 106.04839	  12.50000
 110.88710	  12.50000
 115.72581	  12.50000
 120.56452	  12.50000
 125.40323	  12.50000
 130.24194	  12.50000
 135.08065	  12.50000
 139.91935	  12.50000
 144.75806	  12.50000
 149.59677	  12.50000
 154.43548	  12.50000
 159.27419	  12.50000
 164.11290	  12.50000
 168.95161	  12.50000
 173.79032	  12.50000
 178.62903	  12.50000
 183.46774	  12.50000
 188.30645	  12.50000
 193.14516	  12.50000
 197.98387	  12.50000
 202.82258	  12.50000
 207.66129	  12.50000
 212.50000	  12.50000
 215.73524	  12.07407
 218.75000	  10.82532
 221.33883	   8.83883
 223.32532	   6.25000
 224.57407	   3.23524
 225.00000	   0.00000
