 -45.00000	 312.89800
 -40.00000	  12.93999
 -35.00000	   6.36679
 -30.00000	   4.16437
 -25.00000	   2.99141
 -20.00000	   2.21532
 -19.00000	   2.08056
 -18.00000	   1.96113
 -17.00000	   1.82489
 -16.00000	   1.73754
 -15.00000	   1.61381
 -14.00000	   1.51331
 -13.00000	   1.39774
 -12.00000	   1.30337
 -11.00000	   1.19743
 -10.00000	   1.10938
  -9.50000	   1.06020
  -9.00000	   1.01076
  -8.50000	   0.95522
  -8.00000	   0.92033
  -7.50000	   0.86846
  -7.00000	   0.81697
  -6.50000	   0.77312
  -6.00000	   0.72862
  -5.50000	   0.66867
  -5.00000	   0.62359
  -4.50000	   0.57990
  -4.00000	   0.54098
  -3.50000	   0.48510
  -3.00000	   0.42745
  -2.50000	   0.37377
  -2.00000	   0.33120
  -1.50000	   0.28044
  -1.00000	   0.23650
  -0.50000	   0.19504
   0.00000	   0.14975
   0.50000	   0.10016
   1.00000	   0.05220
   1.50000	  -0.00512
   2.00000	  -0.04426
   2.50000	  -0.09929
   3.00000	  -0.14313
   3.50000	  -0.18767
   4.00000	  -0.24368
   4.50000	  -0.28297
   5.00000	  -0.34308
   5.50000	  -0.39228
   6.00000	  -0.44284
   6.50000	  -0.50323
   7.00000	  -0.54938
   7.50000	  -0.59226
   8.00000	  -0.64629
   8.50000	  -0.70909
   9.00000	  -0.74457
   9.50000	  -0.80066
  10.00000	  -0.84902
  11.00000	  -0.96088
  12.00000	  -1.06402
  13.00000	  -1.18357
  14.00000	  -1.31239
  15.00000	  -1.42513
  16.00000	  -1.55806
  17.00000	  -1.68234
  18.00000	  -1.83021
  19.00000	  -1.98742
  20.00000	  -2.13612
  25.00000	  -3.07892
  30.00000	  -4.78226
  35.00000	  -8.87672
  40.00000	 -42.03740
  45.00000	  16.19664
