101282.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.426	-1231.606	-527.845	-3.662	0.603	-602.028	-1147.570	0.565	0.756	0.551	0.602	0.191	0.580	1.252	0.589	0.365	21.340	21.159
101282.000	2.000	-45.000	0.000	0.000	0.000	0.000	0.000	-2.239	-1140.656	-20.534	-835.304	0.603	-1743.805	-1147.015	0.565	0.756	0.551	0.401	0.381	0.580	1.252	0.589	0.365	21.339	21.144
101282.000	3.000	-40.000	0.000	0.000	0.000	0.000	0.000	-2.053	-1142.443	-6.970	-671.864	0.804	-1647.504	-1141.464	0.565	0.756	0.551	0.401	0.572	0.193	1.460	0.392	0.365	21.339	21.140
101282.000	4.000	-35.000	0.000	0.000	0.000	0.000	0.000	-2.426	-1148.696	-6.217	-513.358	0.603	-1548.204	-1145.905	0.565	0.756	0.551	0.602	0.381	0.387	1.252	0.589	0.365	21.339	21.140
101282.000	5.000	-30.000	0.000	0.000	0.000	0.000	0.000	-1.866	-1154.236	-23.359	-370.022	0.603	-1435.415	-1146.460	0.565	0.756	0.551	0.401	0.381	0.580	1.252	0.589	0.365	21.338	21.158
101282.000	6.000	-25.000	0.000	0.000	0.000	0.000	0.000	-2.053	-1154.951	-57.833	-248.483	0.603	-1307.088	-1145.905	0.565	0.756	0.551	0.401	0.381	0.580	1.252	0.589	0.365	21.338	21.151
101282.000	7.000	-20.000	0.000	0.000	0.000	0.000	0.000	-1.306	-1160.311	-113.782	-152.403	0.603	-1178.396	-1145.535	0.754	0.756	0.551	0.401	0.381	0.580	1.460	0.589	0.365	21.338	21.147
101282.000	8.000	-19.000	0.000	0.000	0.000	0.000	0.000	-1.306	-1160.311	-126.781	-135.663	0.603	-1147.675	-1143.130	0.754	0.756	0.551	0.401	0.381	0.387	1.252	0.589	0.365	21.338	21.161
101282.000	9.000	-18.000	0.000	0.000	0.000	0.000	0.000	-2.053	-1164.778	-140.909	-119.621	0.603	-1119.575	-1145.905	0.565	0.756	0.551	0.602	0.381	0.387	1.252	0.589	0.365	21.338	21.172
101282.000	10.000	-17.000	0.000	0.000	0.000	0.000	0.000	-2.239	-1167.280	-157.298	-104.799	0.603	-1090.165	-1144.610	0.565	0.945	0.551	0.401	0.381	0.387	1.460	0.392	0.365	21.338	21.172
101282.000	11.000	-16.000	0.000	0.000	0.000	0.000	0.000	-2.053	-1173.891	-173.499	-91.547	0.603	-1062.629	-1144.425	0.754	0.756	0.551	0.602	0.381	0.387	1.460	0.589	0.365	21.338	21.179
101282.000	12.000	-15.000	0.000	0.000	0.000	0.000	0.000	-2.239	-1179.609	-192.149	-77.771	0.402	-1036.028	-1149.420	0.565	0.756	0.551	0.602	0.381	0.387	1.252	0.589	0.365	21.337	21.190
101282.000	13.000	-14.000	0.000	0.000	0.000	0.000	0.000	-1.679	-1181.396	-210.045	-65.739	0.603	-1004.558	-1146.830	0.754	0.756	0.551	0.401	0.381	0.580	1.252	0.589	0.365	21.337	21.201
101282.000	14.000	-13.000	0.000	0.000	0.000	0.000	0.000	-2.053	-1187.471	-227.565	-56.672	0.603	-979.644	-1147.570	0.565	0.756	0.551	0.602	0.381	0.387	1.460	0.392	0.365	21.337	21.190
101282.000	15.000	-12.000	0.000	0.000	0.000	0.000	0.000	-2.239	-1187.114	-245.085	-47.081	0.603	-947.798	-1142.944	0.754	0.756	0.551	0.602	0.381	0.387	1.252	0.589	0.365	21.337	21.172
101282.000	16.000	-11.000	0.000	0.000	0.000	0.000	0.000	-1.679	-1193.546	-265.241	-38.362	0.603	-920.823	-1145.905	0.565	0.756	0.551	0.401	0.381	0.580	1.043	0.589	0.183	21.337	21.160
101282.000	17.000	-10.000	0.000	0.000	0.000	0.000	0.000	-1.866	-1194.976	-288.977	-29.992	0.603	-886.730	-1144.795	0.565	0.756	0.551	0.602	0.381	0.580	1.460	0.589	0.365	21.337	21.124
101282.000	18.000	-9.500	0.000	0.000	0.000	0.000	0.000	-1.866	-1199.086	-298.019	-27.551	0.603	-875.865	-1144.795	0.565	0.756	0.551	0.401	0.381	0.387	1.252	0.392	0.365	21.337	21.112
101282.000	19.000	-9.000	0.000	0.000	0.000	0.000	0.000	-1.679	-1200.158	-307.815	-24.412	0.603	-861.629	-1143.870	0.565	0.756	0.551	0.401	0.381	0.580	1.252	0.589	0.365	21.336	21.105
101282.000	20.000	-8.500	0.000	0.000	0.000	0.000	0.000	-2.053	-1199.086	-319.306	-21.274	0.402	-843.833	-1143.500	0.565	0.756	0.551	0.602	0.191	0.773	1.043	0.392	0.365	21.336	21.068
101282.000	21.000	-8.000	0.000	0.000	0.000	0.000	0.000	-2.053	-1206.054	-327.784	-19.530	0.402	-838.025	-1145.535	0.565	0.756	0.551	0.602	0.381	0.387	1.252	0.589	0.365	21.336	21.038
101282.000	22.000	-7.500	0.000	0.000	0.000	0.000	0.000	-1.866	-1205.876	-340.970	-17.089	0.603	-818.918	-1143.870	0.565	0.756	0.368	0.401	0.381	0.387	1.252	0.392	0.365	21.336	21.027
101282.000	23.000	-7.000	0.000	0.000	0.000	0.000	0.000	-2.053	-1207.841	-353.969	-14.473	0.603	-803.745	-1145.165	0.565	0.756	0.368	0.602	0.381	0.580	1.252	0.589	0.365	21.336	21.031
101282.000	24.000	-6.500	0.000	0.000	0.000	0.000	0.000	-2.239	-1211.594	-364.895	-13.078	0.603	-792.506	-1146.460	0.565	0.756	0.551	0.602	0.381	0.580	1.252	0.589	0.365	21.336	21.049
