101282.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.373	-80.600	-33.532	0.000	0.402	-39.511	-78.644	0.754	0.756	0.735	0.401	0.381	0.580	1.252	0.589	0.365	21.353	21.055
101282.000	2.000	-45.000	0.000	0.000	0.000	0.000	0.000	-1.120	-75.596	-1.319	-57.020	0.603	-112.541	-79.014	0.565	0.756	0.368	0.602	0.381	0.387	1.252	0.589	0.365	21.353	21.051
101282.000	3.000	-40.000	0.000	0.000	0.000	0.000	0.000	-0.373	-75.774	-0.188	-45.686	0.603	-107.110	-78.459	0.565	0.567	0.551	0.401	0.381	0.580	1.252	0.589	0.365	21.353	21.051
101282.000	4.000	-35.000	0.000	0.000	0.000	0.000	0.000	-0.187	-76.311	0.189	-34.700	0.603	-101.118	-78.829	0.565	0.756	0.551	0.401	0.381	0.580	1.460	0.392	0.365	21.353	21.058
101282.000	5.000	-30.000	0.000	0.000	0.000	0.000	0.000	-2.799	-76.489	-0.754	-26.505	0.603	-95.500	-78.829	0.565	0.756	0.551	0.602	0.381	0.580	1.252	0.589	0.365	21.353	21.032
101282.000	6.000	-25.000	0.000	0.000	0.000	0.000	0.000	-0.373	-75.953	-3.014	-16.391	0.603	-84.827	-78.089	0.565	0.756	0.368	0.602	0.381	0.580	1.252	0.589	0.365	21.352	21.025
101282.000	7.000	-20.000	0.000	0.000	0.000	0.000	0.000	-0.187	-76.847	-6.593	-10.637	0.603	-76.962	-78.829	0.754	0.567	0.551	0.401	0.381	0.387	1.043	0.589	0.183	21.352	21.021
101282.000	8.000	-19.000	0.000	0.000	0.000	0.000	0.000	-0.187	-76.132	-7.535	-9.765	0.603	-75.651	-78.089	0.565	0.756	0.551	0.602	0.381	0.580	1.252	0.589	0.365	21.352	21.025
101282.000	9.000	-18.000	0.000	0.000	0.000	0.000	0.000	-0.187	-77.383	-8.477	-8.544	0.603	-74.153	-79.014	0.565	0.756	0.368	0.602	0.381	0.387	1.252	0.589	0.365	21.352	21.032
101282.000	10.000	-17.000	0.000	0.000	0.000	0.000	0.000	-0.187	-77.562	-9.419	-7.498	0.603	-72.281	-79.569	0.565	0.756	0.551	0.401	0.381	0.580	1.252	0.589	0.365	21.352	21.039
101282.000	11.000	-16.000	0.000	0.000	0.000	0.000	0.000	-0.187	-77.204	-10.173	-6.801	0.603	-70.034	-78.459	0.565	0.756	0.368	0.401	0.381	0.580	1.252	0.589	0.365	21.352	21.047
101282.000	12.000	-15.000	0.000	0.000	0.000	0.000	0.000	-0.373	-77.383	-11.680	-5.580	0.603	-67.599	-78.274	0.565	0.756	0.551	0.602	0.381	0.387	1.252	0.589	0.365	21.352	21.054
101282.000	13.000	-14.000	0.000	0.000	0.000	0.000	0.000	-0.560	-77.383	-12.433	-5.057	0.603	-66.476	-77.904	0.565	0.756	0.368	0.602	0.381	0.773	1.252	0.589	0.365	21.352	21.058
101282.000	14.000	-13.000	0.000	0.000	0.000	0.000	0.000	-0.187	-78.634	-13.563	-4.359	0.603	-65.165	-79.014	0.754	0.756	0.551	0.401	0.381	0.580	1.252	0.589	0.365	21.352	21.050
101282.000	15.000	-12.000	0.000	0.000	0.000	0.000	0.000	-0.933	-78.276	-15.071	-3.313	0.603	-62.169	-78.829	0.565	0.756	0.551	0.602	0.381	0.580	1.252	0.589	0.365	21.352	21.046
101282.000	16.000	-11.000	0.000	0.000	0.000	0.000	0.000	-0.746	-78.098	-15.824	-2.964	0.603	-60.484	-78.274	0.565	0.756	0.551	0.401	0.381	0.387	1.252	0.589	0.365	21.352	21.050
101282.000	17.000	-10.000	0.000	0.000	0.000	0.000	0.000	-0.373	-78.634	-17.519	-2.267	0.603	-58.424	-79.014	0.565	0.756	0.551	0.602	0.381	0.580	1.252	0.589	0.365	21.352	21.057
101282.000	18.000	-9.500	0.000	0.000	0.000	0.000	0.000	0.187	-78.455	-18.461	-1.744	0.603	-56.739	-77.904	0.565	0.756	0.551	0.602	0.381	0.580	1.252	0.589	0.365	21.352	21.046
101282.000	19.000	-9.000	0.000	0.000	0.000	0.000	0.000	0.187	-78.098	-18.650	-1.744	0.603	-56.364	-77.904	0.565	0.756	0.551	0.602	0.381	0.387	1.252	0.589	0.365	21.351	21.046
101282.000	20.000	-8.500	0.000	0.000	0.000	0.000	0.000	-0.187	-78.455	-19.592	-1.569	0.603	-55.240	-77.904	0.565	0.756	0.551	0.401	0.381	0.580	1.252	0.589	0.365	21.351	21.039
