 -45.00000	  17.77564
 -40.00000	   4.31099
 -35.00000	   1.93643
 -30.00000	   1.02446
 -25.00000	   0.56784
 -20.00000	   0.30606
 -19.00000	   0.26788
 -18.00000	   0.23025
 -17.00000	   0.19764
 -16.00000	   0.16997
 -15.00000	   0.14083
 -14.00000	   0.11829
 -13.00000	   0.09986
 -12.00000	   0.08163
 -11.00000	   0.06613
 -10.00000	   0.05042
  -9.50000	   0.04592
  -9.00000	   0.04057
  -8.50000	   0.03431
  -8.00000	   0.03102
  -7.50000	   0.02705
  -7.00000	   0.02201
  -6.50000	   0.01916
  -6.00000	   0.01580
  -5.50000	   0.01398
  -5.00000	   0.01157
  -4.50000	   0.00935
  -4.00000	   0.00718
  -3.50000	   0.00690
  -3.00000	   0.00499
  -2.50000	   0.00440
  -2.00000	   0.00314
  -1.50000	   0.00248
  -1.00000	   0.00219
  -0.50000	   0.00189
   0.00000	   0.00220
   0.50000	   0.00123
   1.00000	   0.00253
   1.50000	   0.00317
   2.00000	   0.00375
   2.50000	   0.00567
   3.00000	   0.00724
   3.50000	   0.00914
   4.00000	   0.01038
   4.50000	   0.01259
   5.00000	   0.01575
   5.50000	   0.01941
   6.00000	   0.02385
   6.50000	   0.02720
   7.00000	   0.03206
   7.50000	   0.03596
   8.00000	   0.04220
   8.50000	   0.04751
   9.00000	   0.05423
   9.50000	   0.06193
  10.00000	   0.06906
  11.00000	   0.08704
  12.00000	   0.10921
  13.00000	   0.13425
  14.00000	   0.15991
  15.00000	   0.18948
  16.00000	   0.22580
  17.00000	   0.25683
  18.00000	   0.31092
  19.00000	   0.35970
  20.00000	   0.40974
  25.00000	   0.80151
  30.00000	   1.56376
  35.00000	   3.54070
  40.00000	  17.54347
  45.00000	 -11.32982
