 -45.00000	-621.11008
 -40.00000	   5.69044
 -35.00000	   2.18929
 -30.00000	   1.09638
 -25.00000	   0.58185
 -20.00000	   0.33558
 -19.00000	   0.30093
 -18.00000	   0.25501
 -17.00000	   0.21921
 -16.00000	   0.19860
 -15.00000	   0.15288
 -14.00000	   0.13074
 -13.00000	   0.11918
 -12.00000	   0.06741
 -11.00000	   0.06303
 -10.00000	   0.05305
  -9.50000	   0.05385
  -9.00000	   0.05399
  -8.50000	   0.03855
  -8.00000	   0.02318
  -7.50000	   0.03890
  -7.00000	   0.01365
  -6.50000	   0.00343
  -6.00000	   0.00922
  -5.50000	   0.01406
  -5.00000	   0.01428
  -4.50000	   0.00958
  -4.00000	  -0.01019
  -3.50000	  -0.01526
  -3.00000	   0.00000
  -2.50000	  -0.03029
  -2.00000	  -0.00035
  -1.50000	  -0.00513
  -1.00000	  -0.03067
  -0.50000	  -0.01526
   0.00000	  -0.00511
   0.50000	   0.00000
   1.00000	  -0.02522
   1.50000	  -0.01501
   2.00000	  -0.00994
   2.50000	  -0.01029
   3.00000	  -0.00516
   3.50000	   0.00477
   4.00000	  -0.01067
   4.50000	  -0.00067
   5.00000	  -0.01649
   5.50000	   0.01452
   6.00000	   0.00897
   6.50000	   0.01402
   7.00000	  -0.02813
   7.50000	   0.01856
   8.00000	   0.02393
   8.50000	   0.03453
   9.00000	   0.02883
   9.50000	   0.06084
  10.00000	   0.04919
  11.00000	   0.07053
  12.00000	   0.08577
  13.00000	   0.12377
  14.00000	   0.16629
  15.00000	   0.18328
  16.00000	   0.22769
  17.00000	   0.22122
  18.00000	   0.29627
  19.00000	   0.31500
  20.00000	   0.38886
  25.00000	   0.77294
  30.00000	   1.50224
  35.00000	   3.37147
  40.00000	  15.28503
  45.00000	  -8.79126
