8.105	1.000	1.000	481.073	50.494	21.324	52.908	0.402	57.790	44.882	30.726	494.612	-156.092	-163.752	-124.114	-84.761	-87.593	-153.566	-159.700	22.045	21.953	102869.000
8.526	1.000	2.000	478.830	47.092	18.682	52.558	0.603	56.852	44.140	29.964	494.234	-155.358	-164.954	-123.543	-84.761	-88.219	-167.669	-171.140	22.045	21.956	102869.000
8.953	1.000	3.000	481.260	49.599	21.135	54.465	2.412	58.369	45.994	29.964	494.801	-154.074	-163.351	-123.924	-85.341	-87.150	-155.134	-161.523	22.045	21.960	102869.000
9.375	1.000	4.000	474.343	46.555	19.248	52.894	1.206	56.680	43.954	27.891	490.452	-153.341	-162.750	-123.924	-84.568	-86.733	-155.525	-158.971	22.045	21.964	102869.000
9.798	1.000	5.000	479.391	49.061	21.513	53.431	2.613	56.852	46.365	30.726	492.532	-152.974	-163.151	-123.353	-83.024	-85.925	-163.556	-168.998	22.045	21.964	102869.000
10.220	1.000	6.000	476.212	47.092	20.381	53.606	0.603	56.289	44.325	30.529	491.398	-154.257	-162.750	-123.924	-83.603	-87.176	-160.618	-164.579	22.045	21.964	102869.000
10.643	1.000	7.000	474.904	47.271	19.626	52.209	1.608	56.477	45.067	29.783	491.020	-154.258	-162.149	-123.353	-83.217	-85.090	-154.742	-156.783	22.045	21.978	102869.000
11.065	1.000	8.000	477.895	50.494	20.381	53.767	1.206	58.369	45.253	29.775	491.020	-152.974	-161.547	-124.495	-83.603	-85.065	-160.422	-164.440	22.045	21.971	102869.000
11.489	1.000	9.000	478.456	51.926	20.758	53.955	1.206	57.415	45.994	30.906	490.263	-152.790	-162.349	-122.972	-83.603	-86.133	-156.896	-159.658	22.045	21.968	102869.000
11.912	1.000	10.000	481.073	49.240	21.135	54.640	0.804	57.431	46.365	30.906	494.234	-152.974	-163.552	-123.543	-84.182	-85.690	-158.855	-162.800	22.045	21.964	102869.000
12.334	1.000	11.000	478.643	46.555	20.947	53.418	2.010	56.492	44.882	29.775	492.532	-153.341	-163.752	-123.734	-84.568	-85.899	-165.123	-168.998	22.045	21.960	102869.000
12.756	1.000	12.000	477.334	48.345	20.381	53.606	1.206	58.166	44.325	30.152	490.641	-153.707	-163.752	-124.114	-83.796	-87.176	-164.144	-167.677	22.045	21.956	102869.000
13.203	1.000	13.000	480.139	49.778	21.890	54.654	1.206	58.353	45.809	30.349	493.667	-152.423	-162.349	-123.543	-84.182	-85.925	-159.051	-162.253	22.045	21.960	102869.000
13.623	1.000	14.000	478.643	50.315	21.702	54.130	1.206	58.541	45.438	31.660	491.587	-152.240	-162.148	-124.305	-83.024	-87.176	-165.906	-166.584	22.045	21.960	102869.000
14.045	1.000	15.000	479.204	48.166	20.569	52.908	1.608	57.603	43.954	31.095	492.721	-154.257	-163.752	-124.305	-84.375	-87.176	-156.504	-157.653	22.045	21.967	102869.000
14.466	1.000	16.000	478.269	47.808	20.758	52.558	1.206	56.665	44.511	30.718	491.398	-153.157	-162.750	-123.734	-83.989	-86.342	-156.700	-158.929	22.045	21.982	102869.000
14.888	1.000	17.000	478.643	52.284	20.192	54.640	1.206	58.932	46.922	31.283	490.641	-152.240	-161.347	-124.686	-83.410	-84.856	-157.680	-158.971	22.045	21.982	102869.000
15.313	1.000	18.000	478.082	48.345	20.003	53.431	1.407	56.289	44.882	30.161	492.532	-154.074	-164.554	-124.495	-84.761	-86.133	-160.226	-166.081	22.045	21.982	102869.000
15.733	1.000	19.000	474.530	45.301	19.060	53.592	1.005	56.117	43.027	29.210	489.696	-154.258	-164.754	-124.305	-84.182	-86.524	-152.783	-158.424	22.045	21.982	102869.000
16.169	1.000	20.000	476.399	48.345	20.192	52.545	1.809	58.182	44.140	29.775	490.830	-152.424	-162.149	-124.305	-82.638	-86.107	-165.319	-174.103	22.045	21.979	102869.000
16.591	1.000	21.000	480.139	51.389	21.513	53.781	0.402	58.541	46.180	32.791	493.856	-153.707	-162.549	-123.543	-83.217	-86.967	-163.948	-163.850	22.045	21.982	102869.000
17.013	1.000	22.000	477.521	48.524	20.758	54.814	2.412	58.557	45.067	29.399	491.776	-152.240	-161.948	-123.353	-83.603	-85.899	-162.773	-167.540	22.045	21.975	102869.000
17.435	1.000	23.000	474.530	46.555	19.437	52.196	1.407	55.366	43.212	29.399	489.318	-154.258	-163.953	-123.163	-83.603	-86.316	-160.814	-164.076	22.045	21.979	102869.000
17.857	1.000	24.000	480.513	49.419	21.324	53.781	1.608	58.353	44.882	30.726	493.667	-153.524	-163.552	-122.972	-84.375	-87.384	-165.319	-170.456	22.045	21.968	102869.000
18.279	1.000	25.000	479.391	48.345	20.003	54.828	1.005	57.790	44.696	30.341	493.667	-155.358	-164.554	-123.162	-83.989	-87.593	-155.525	-162.574	22.045	21.968	102869.000
18.701	1.000	26.000	478.830	49.957	20.758	54.479	2.010	57.415	44.696	30.161	492.532	-152.607	-162.349	-122.401	-82.831	-85.925	-158.463	-162.799	22.045	21.968	102869.000
19.123	1.000	27.000	476.586	48.882	20.758	53.082	1.005	58.166	44.696	30.349	491.965	-154.258	-162.149	-122.592	-83.603	-86.759	-161.597	-164.987	22.045	21.960	102869.000
19.545	1.000	28.000	480.513	51.389	22.456	54.654	1.206	59.291	46.551	31.848	491.209	-152.240	-161.347	-124.114	-82.637	-86.133	-162.968	-168.406	22.045	21.960	102869.000
19.967	1.000	29.000	478.082	48.703	20.758	53.606	0.804	57.040	44.696	29.218	492.910	-152.423	-162.549	-124.495	-84.568	-86.550	-157.288	-160.976	22.045	21.964	102869.000
20.389	1.000	30.000	481.073	53.180	23.400	54.828	1.407	59.854	46.180	32.037	493.288	-152.423	-161.948	-123.543	-83.217	-86.550	-162.968	-166.219	22.045	21.975	102869.000
20.811	1.000	31.000	476.960	48.524	20.569	53.257	1.407	58.166	45.438	29.595	492.154	-152.974	-162.750	-123.543	-83.989	-85.716	-162.969	-166.081	22.045	21.971	102869.000
21.233	1.000	32.000	476.773	46.734	20.192	53.955	1.407	55.539	44.882	29.595	491.398	-154.624	-162.950	-124.685	-83.796	-86.342	-154.154	-154.231	22.045	21.971	102869.000
21.655	1.000	33.000	477.895	47.987	20.569	54.130	0.201	57.228	45.994	30.152	492.343	-154.441	-162.750	-123.924	-83.217	-86.967	-165.906	-170.776	22.045	21.968	102869.000
22.077	1.000	34.000	475.464	49.061	20.192	52.209	1.005	56.477	44.511	29.972	490.074	-152.974	-162.549	-123.924	-84.375	-86.967	-161.989	-163.893	22.045	21.975	102869.000
22.499	1.000	35.000	478.830	49.778	21.513	53.767	1.809	58.182	44.882	31.471	492.343	-152.240	-161.748	-124.686	-83.217	-85.899	-157.092	-163.529	22.045	21.968	102869.000
22.921	1.000	36.000	478.456	49.061	21.513	53.781	1.608	55.726	45.067	31.103	493.477	-154.441	-163.351	-124.685	-84.568	-86.133	-166.886	-170.092	22.045	21.964	102869.000
23.343	1.000	37.000	476.773	49.957	21.890	52.558	1.206	57.603	44.882	30.538	490.263	-151.873	-161.748	-123.924	-84.182	-85.925	-163.556	-167.175	22.045	21.957	102869.000
23.765	1.000	38.000	480.326	49.957	20.003	54.304	0.402	58.916	45.253	31.095	493.856	-153.524	-162.549	-123.734	-83.024	-87.384	-155.525	-160.205	22.045	21.957	102869.000
24.187	1.000	39.000	476.960	47.987	20.569	53.257	1.608	56.852	44.140	30.341	491.209	-154.257	-163.351	-124.114	-84.375	-88.010	-159.443	-164.214	22.045	21.964	102869.000
24.609	1.000	40.000	477.895	48.166	20.003	53.592	0.603	56.868	43.769	27.891	491.587	-154.625	-163.351	-124.876	-84.761	-87.775	-158.464	-163.164	22.045	21.968	102869.000
25.031	1.000	41.000	480.700	49.778	20.947	53.606	0.603	58.729	45.809	31.103	493.477	-153.524	-162.750	-123.543	-84.375	-85.507	-156.896	-161.706	22.045	21.971	102869.000
25.453	1.000	42.000	479.017	50.136	21.513	53.955	0.804	57.790	45.623	31.660	491.398	-153.340	-162.950	-123.353	-83.217	-86.550	-160.030	-163.668	22.045	21.975	102869.000
25.875	1.000	43.000	475.090	48.345	21.513	53.592	0.603	57.243	44.511	29.964	489.318	-151.506	-162.149	-124.115	-82.831	-85.065	-155.917	-158.789	22.045	21.964	102869.000
26.297	1.000	44.000	474.530	47.808	19.060	53.767	1.809	57.055	44.325	29.399	489.318	-153.524	-162.950	-124.686	-83.989	-86.733	-157.680	-159.883	22.045	21.964	102869.000
26.719	1.000	45.000	473.969	46.734	19.248	52.894	1.407	57.431	44.140	29.587	489.507	-152.240	-162.349	-124.305	-83.989	-85.899	-157.288	-163.893	22.045	21.975	102869.000
27.141	1.000	46.000	474.904	47.450	20.192	52.908	2.613	57.040	43.954	29.964	489.129	-152.974	-162.750	-123.353	-83.603	-86.967	-152.979	-158.929	22.045	21.968	102869.000
27.563	1.000	47.000	476.586	45.659	19.248	52.720	1.608	57.243	43.027	29.964	491.398	-153.524	-164.153	-124.495	-84.568	-87.358	-157.680	-164.623	22.045	21.968	102869.000
27.985	1.000	48.000	480.326	50.494	21.890	54.130	2.613	58.166	47.107	32.046	492.910	-152.057	-161.547	-123.353	-83.024	-85.716	-158.072	-160.429	22.045	21.968	102869.000
28.407	1.000	49.000	478.456	47.271	19.248	51.860	1.608	57.040	45.067	29.406	492.532	-153.707	-163.752	-123.543	-85.147	-86.967	-160.422	-165.169	22.045	21.957	102869.000
28.829	1.000	50.000	476.773	49.599	21.324	52.733	0.804	58.166	45.253	30.161	489.318	-152.240	-162.349	-123.353	-84.375	-84.673	-161.597	-163.711	22.045	21.968	102869.000
29.251	1.000	51.000	474.530	44.943	20.003	53.082	1.809	55.914	44.140	29.218	489.696	-153.524	-162.549	-123.163	-83.603	-85.507	-159.247	-162.799	22.045	21.964	102869.000
29.673	1.000	52.000	475.464	46.376	19.060	52.384	-0.000	56.102	43.212	29.587	490.830	-156.092	-163.952	-123.734	-84.182	-87.801	-156.113	-159.293	22.045	21.960	102869.000
30.095	1.000	53.000	476.960	47.987	20.569	53.418	2.412	57.055	46.180	30.906	490.074	-152.240	-161.748	-123.924	-83.410	-85.065	-159.639	-161.706	22.045	21.971	102869.000
30.517	1.000	54.000	479.578	48.703	21.135	53.431	0.804	58.353	45.623	31.103	492.910	-152.974	-163.351	-123.163	-84.375	-85.925	-165.907	-170.274	22.045	21.975	102869.000
