 -45.00000	-827.50969
 -40.00000	   9.46892
 -35.00000	   4.82883
 -30.00000	   3.40810
 -25.00000	   2.74542
 -20.00000	   2.46175
 -19.00000	   2.38611
 -18.00000	   2.35562
 -17.00000	   2.31995
 -16.00000	   2.31265
 -15.00000	   2.26104
 -14.00000	   2.23339
 -13.00000	   2.24102
 -12.00000	   2.19059
 -11.00000	   2.19812
 -10.00000	   2.19191
  -9.50000	   2.19327
  -9.00000	   2.18899
  -8.50000	   2.18339
  -8.00000	   2.17734
  -7.50000	   2.18232
  -7.00000	   2.16555
  -6.50000	   2.14919
  -6.00000	   2.16763
  -5.50000	   2.19769
  -5.00000	   2.19070
  -4.50000	   2.18301
  -4.00000	   2.15823
  -3.50000	   2.15718
  -3.00000	   2.17840
  -2.50000	   2.14956
  -2.00000	   2.19383
  -1.50000	   2.18833
  -1.00000	   2.18157
  -0.50000	   2.19033
   0.00000	   2.20110
   0.50000	   2.20674
   1.00000	   2.18697
   1.50000	   2.19216
   2.00000	   2.20763
   2.50000	   2.22282
   3.00000	   2.22292
   3.50000	   2.22540
   4.00000	   2.22214
   4.50000	   2.23792
   5.00000	   2.22446
   5.50000	   2.25203
   6.00000	   2.24482
   6.50000	   2.26929
   7.00000	   2.22949
   7.50000	   2.26697
   8.00000	   2.27410
   8.50000	   2.31408
   9.00000	   2.27295
   9.50000	   2.35446
  10.00000	   2.31088
  11.00000	   2.36408
  12.00000	   2.38716
  13.00000	   2.39955
  14.00000	   2.50140
  15.00000	   2.51334
  16.00000	   2.59958
  17.00000	   2.56922
  18.00000	   2.68363
  19.00000	   2.72421
  20.00000	   2.84886
  25.00000	   3.39490
  30.00000	   4.48321
  35.00000	   7.43134
  40.00000	  25.94956
  45.00000	 -11.68960
